W0429 09:31:54.698000 2585692 torch/distributed/run.py:803] 
W0429 09:31:54.698000 2585692 torch/distributed/run.py:803] *****************************************
W0429 09:31:54.698000 2585692 torch/distributed/run.py:803] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0429 09:31:54.698000 2585692 torch/distributed/run.py:803] *****************************************
Hyperparameters:
  adam_eps: 1e-08
5/20000 train_loss: 8.1388 train_time: 0.0m tok/s: 9524175
500/20000 train_loss: 3.1775 train_time: 0.8m tok/s: 8336522
1000/20000 train_loss: 2.9351 train_time: 1.6m tok/s: 8321481
1500/20000 train_loss: 2.9843 train_time: 2.4m tok/s: 8317566
2000/20000 train_loss: 3.0167 train_time: 3.2m tok/s: 8315378
layer_loop:enabled step:2218 frac:0.350 encoder:[0, 1, 2, 3, 4, 5, 3, 4] decoder:[5, 3, 4, 5, 6, 7, 8, 9, 10]
2500/20000 train_loss: 2.8744 train_time: 4.2m tok/s: 7892035
3000/20000 train_loss: 3.0107 train_time: 5.3m tok/s: 7369280
3500/20000 train_loss: 2.7708 train_time: 6.5m tok/s: 7040084
4000/20000 train_loss: 2.8087 train_time: 7.7m tok/s: 6810775
4000/20000 val_loss: 2.7616 val_bpb: 1.1179
4500/20000 train_loss: 2.7494 train_time: 8.9m tok/s: 6658359
4988/20000 val_loss: 2.6703 val_bpb: 1.0809
stopping_early: wallclock_cap train_time: 599626ms step: 4988/20000
peak memory allocated: 41517 MiB reserved: 46482 MiB
ema:applying EMA weights
diagnostic pre-quantization post-ema val_loss:2.64496828 val_bpb:1.07066283 eval_time:6438ms
Serialized model: 134894877 bytes
Code size (uncompressed): 273318 bytes
Code size (compressed): 31570 bytes
GPTQ:collecting Hessians from calibration data...
GPTQ:collected 67 Hessians in 3.5s
Quantized weights:
  gptq (int6): blocks.attn.c_k.weight, blocks.attn.c_q.weight, blocks.attn.c_v.weight, blocks.attn.proj.weight, blocks.mlp.fc.weight, blocks.mlp.proj.weight
  gptq (int6)+lqer_asym: blocks.mlp.fc.weight
  gptq (int7)+lqer_asym: tok_emb.weight
  passthrough (float16): blocks.attn.attn_gate_w, blocks.attn.q_gain, blocks.attn_scale, blocks.mlp_scale, blocks.resid_mix, parallel_post_lambdas, parallel_resid_lambdas, skip_gates, skip_weights, smear_gate.weight, smear_lambda
Serialized model quantized+brotli: 15785896 bytes
Total submission size quantized+brotli: 15817466 bytes
diagnostic quantized val_loss:2.66892856 val_bpb:1.08036177 eval_time:9838ms
ttt_lora:warming up compile (random tokens, no val data)
ttt_lora:compile warmup done (87.1s)

beginning TTT eval timer
ttt_phased: total_docs:49998 prefix_docs:2000 suffix_docs:47998 num_phases:3 boundaries:[666, 1333, 2000]
ttp: b777/782 bl:2.5568 bb:1.0614 rl:2.5568 rb:1.0614 dl:7482-8311 gd:0
ttp: b772/782 bl:2.6560 bb:1.1211 rl:2.5966 rb:1.0851 dl:5177-5412 gd:0
ttp: b767/782 bl:2.6547 bb:1.0969 rl:2.6107 rb:1.0880 dl:4140-4292 gd:0
ttpp: phase:1/3 pd:1102 gd:666 t:186.5s
tttg: c1/99 lr:0.001000 t:0.2s
tttg: c2/99 lr:0.001000 t:0.3s
tttg: c3/99 lr:0.000999 t:0.4s
tttg: c4/99 lr:0.000998 t:0.4s
tttg: c5/99 lr:0.000996 t:0.5s
tttg: c6/99 lr:0.000994 t:0.5s
tttg: c7/99 lr:0.000991 t:0.6s
tttg: c8/99 lr:0.000987 t:0.7s
tttg: c9/99 lr:0.000984 t:0.7s
tttg: c10/99 lr:0.000979 t:0.8s
tttg: c11/99 lr:0.000975 t:0.9s
tttg: c12/99 lr:0.000969 t:0.9s
tttg: c13/99 lr:0.000963 t:1.0s
tttg: c14/99 lr:0.000957 t:1.1s
tttg: c15/99 lr:0.000950 t:1.1s
tttg: c16/99 lr:0.000943 t:1.2s
tttg: c17/99 lr:0.000936 t:1.3s
tttg: c18/99 lr:0.000928 t:1.3s
tttg: c19/99 lr:0.000919 t:1.4s
tttg: c20/99 lr:0.000910 t:1.5s
tttg: c21/99 lr:0.000901 t:1.5s
tttg: c22/99 lr:0.000891 t:1.6s
tttg: c23/99 lr:0.000881 t:1.7s
tttg: c24/99 lr:0.000870 t:1.7s
tttg: c25/99 lr:0.000859 t:1.8s
tttg: c26/99 lr:0.000848 t:1.9s
tttg: c27/99 lr:0.000836 t:1.9s
tttg: c28/99 lr:0.000824 t:2.0s
tttg: c29/99 lr:0.000812 t:2.1s
tttg: c30/99 lr:0.000799 t:2.1s
tttg: c31/99 lr:0.000786 t:2.2s
tttg: c32/99 lr:0.000773 t:2.3s
tttg: c33/99 lr:0.000759 t:2.3s
tttg: c34/99 lr:0.000745 t:2.4s
tttg: c35/99 lr:0.000731 t:2.5s
tttg: c36/99 lr:0.000717 t:2.5s
tttg: c37/99 lr:0.000702 t:2.6s
tttg: c38/99 lr:0.000688 t:2.7s
tttg: c39/99 lr:0.000673 t:2.7s
tttg: c40/99 lr:0.000658 t:2.8s
tttg: c41/99 lr:0.000642 t:2.9s
tttg: c42/99 lr:0.000627 t:2.9s
tttg: c43/99 lr:0.000611 t:3.0s
tttg: c44/99 lr:0.000596 t:3.1s
tttg: c45/99 lr:0.000580 t:3.1s
tttg: c46/99 lr:0.000564 t:3.2s
tttg: c47/99 lr:0.000548 t:3.3s
tttg: c48/99 lr:0.000532 t:3.3s
tttg: c49/99 lr:0.000516 t:3.4s
tttg: c50/99 lr:0.000500 t:3.5s
tttg: c51/99 lr:0.000484 t:3.5s
tttg: c52/99 lr:0.000468 t:3.6s
tttg: c53/99 lr:0.000452 t:3.7s
tttg: c54/99 lr:0.000436 t:3.7s
tttg: c55/99 lr:0.000420 t:3.8s
tttg: c56/99 lr:0.000404 t:3.9s
tttg: c57/99 lr:0.000389 t:3.9s
tttg: c58/99 lr:0.000373 t:4.0s
tttg: c59/99 lr:0.000358 t:4.0s
tttg: c60/99 lr:0.000342 t:4.1s
tttg: c61/99 lr:0.000327 t:4.2s
tttg: c62/99 lr:0.000312 t:4.2s
tttg: c63/99 lr:0.000298 t:4.3s
tttg: c64/99 lr:0.000283 t:4.4s
tttg: c65/99 lr:0.000269 t:4.4s
tttg: c66/99 lr:0.000255 t:4.5s
tttg: c67/99 lr:0.000241 t:4.6s
tttg: c68/99 lr:0.000227 t:4.6s
tttg: c69/99 lr:0.000214 t:4.7s
tttg: c70/99 lr:0.000201 t:4.8s
tttg: c71/99 lr:0.000188 t:4.8s
tttg: c72/99 lr:0.000176 t:4.9s
tttg: c73/99 lr:0.000164 t:5.0s
tttg: c74/99 lr:0.000152 t:5.0s
tttg: c75/99 lr:0.000141 t:5.1s
tttg: c76/99 lr:0.000130 t:5.2s
tttg: c77/99 lr:0.000119 t:5.2s
tttg: c78/99 lr:0.000109 t:5.3s
tttg: c79/99 lr:0.000099 t:5.4s
tttg: c80/99 lr:0.000090 t:5.4s
tttg: c81/99 lr:0.000081 t:5.5s
tttg: c82/99 lr:0.000072 t:5.6s
tttg: c83/99 lr:0.000064 t:5.6s
tttg: c84/99 lr:0.000057 t:5.7s
tttg: c85/99 lr:0.000050 t:5.8s
tttg: c86/99 lr:0.000043 t:5.8s
tttg: c87/99 lr:0.000037 t:5.9s
tttg: c88/99 lr:0.000031 t:5.9s
tttg: c89/99 lr:0.000025 t:6.0s
tttg: c90/99 lr:0.000021 t:6.1s
tttg: c91/99 lr:0.000016 t:6.1s
tttg: c92/99 lr:0.000013 t:6.2s
tttg: c93/99 lr:0.000009 t:6.3s
tttg: c94/99 lr:0.000006 t:6.3s
tttg: c95/99 lr:0.000004 t:6.4s
tttg: c96/99 lr:0.000002 t:6.4s
tttg: c97/99 lr:0.000001 t:6.5s
tttg: c98/99 lr:0.000000 t:6.6s
ttpr: phase:1/3 t:195.0s
ttp: b761/782 bl:2.6135 bb:1.0885 rl:2.6112 rb:1.0881 dl:3476-3581 gd:0
ttpp: phase:2/3 pd:1806 gd:1333 t:258.5s
tttg: c1/165 lr:0.001000 t:0.1s
tttg: c2/165 lr:0.001000 t:0.1s
tttg: c3/165 lr:0.001000 t:0.2s
tttg: c4/165 lr:0.000999 t:0.3s
tttg: c5/165 lr:0.000999 t:0.3s
tttg: c6/165 lr:0.000998 t:0.4s
tttg: c7/165 lr:0.000997 t:0.4s
tttg: c8/165 lr:0.000996 t:0.5s
tttg: c9/165 lr:0.000994 t:0.6s
tttg: c10/165 lr:0.000993 t:0.6s
tttg: c11/165 lr:0.000991 t:0.7s
tttg: c12/165 lr:0.000989 t:0.8s
tttg: c13/165 lr:0.000987 t:0.8s
tttg: c14/165 lr:0.000985 t:0.9s
tttg: c15/165 lr:0.000982 t:1.0s
tttg: c16/165 lr:0.000980 t:1.0s
tttg: c17/165 lr:0.000977 t:1.1s
tttg: c18/165 lr:0.000974 t:1.2s
tttg: c19/165 lr:0.000971 t:1.2s
tttg: c20/165 lr:0.000967 t:1.3s
tttg: c21/165 lr:0.000964 t:1.3s
tttg: c22/165 lr:0.000960 t:1.4s
tttg: c23/165 lr:0.000956 t:1.5s
tttg: c24/165 lr:0.000952 t:1.5s
tttg: c25/165 lr:0.000948 t:1.6s
tttg: c26/165 lr:0.000944 t:1.7s
tttg: c27/165 lr:0.000939 t:1.7s
tttg: c28/165 lr:0.000935 t:1.8s
tttg: c29/165 lr:0.000930 t:1.8s
tttg: c30/165 lr:0.000925 t:1.9s
tttg: c31/165 lr:0.000920 t:2.0s
tttg: c32/165 lr:0.000914 t:2.0s
tttg: c33/165 lr:0.000909 t:2.1s
tttg: c34/165 lr:0.000903 t:2.2s
tttg: c35/165 lr:0.000898 t:2.2s
tttg: c36/165 lr:0.000892 t:2.3s
tttg: c37/165 lr:0.000886 t:2.3s
tttg: c38/165 lr:0.000880 t:2.4s
tttg: c39/165 lr:0.000873 t:2.5s
tttg: c40/165 lr:0.000867 t:2.5s
tttg: c41/165 lr:0.000860 t:2.6s
tttg: c42/165 lr:0.000854 t:2.7s
tttg: c43/165 lr:0.000847 t:2.7s
tttg: c44/165 lr:0.000840 t:2.8s
tttg: c45/165 lr:0.000833 t:2.8s
tttg: c46/165 lr:0.000825 t:2.9s
tttg: c47/165 lr:0.000818 t:3.0s
tttg: c48/165 lr:0.000811 t:3.0s
tttg: c49/165 lr:0.000803 t:3.1s
tttg: c50/165 lr:0.000795 t:3.2s
tttg: c51/165 lr:0.000788 t:3.2s
tttg: c52/165 lr:0.000780 t:3.3s
tttg: c53/165 lr:0.000772 t:3.3s
tttg: c54/165 lr:0.000764 t:3.4s
tttg: c55/165 lr:0.000756 t:3.5s
tttg: c56/165 lr:0.000747 t:3.5s
tttg: c57/165 lr:0.000739 t:3.6s
tttg: c58/165 lr:0.000730 t:3.7s
tttg: c59/165 lr:0.000722 t:3.7s
tttg: c60/165 lr:0.000713 t:3.8s
tttg: c61/165 lr:0.000705 t:3.8s
tttg: c62/165 lr:0.000696 t:3.9s
tttg: c63/165 lr:0.000687 t:4.0s
tttg: c64/165 lr:0.000678 t:4.0s
tttg: c65/165 lr:0.000669 t:4.1s
tttg: c66/165 lr:0.000660 t:4.2s
tttg: c67/165 lr:0.000651 t:4.2s
tttg: c68/165 lr:0.000642 t:4.3s
tttg: c69/165 lr:0.000632 t:4.4s
tttg: c70/165 lr:0.000623 t:4.4s
tttg: c71/165 lr:0.000614 t:4.5s
tttg: c72/165 lr:0.000605 t:4.5s
tttg: c73/165 lr:0.000595 t:4.6s
tttg: c74/165 lr:0.000586 t:4.7s
tttg: c75/165 lr:0.000576 t:4.7s
tttg: c76/165 lr:0.000567 t:4.8s
tttg: c77/165 lr:0.000557 t:4.9s
tttg: c78/165 lr:0.000548 t:4.9s
tttg: c79/165 lr:0.000538 t:5.0s
tttg: c80/165 lr:0.000529 t:5.0s
tttg: c81/165 lr:0.000519 t:5.1s
tttg: c82/165 lr:0.000510 t:5.2s
tttg: c83/165 lr:0.000500 t:5.2s
tttg: c84/165 lr:0.000490 t:5.3s
tttg: c85/165 lr:0.000481 t:5.4s
tttg: c86/165 lr:0.000471 t:5.4s
tttg: c87/165 lr:0.000462 t:5.5s
tttg: c88/165 lr:0.000452 t:5.5s
tttg: c89/165 lr:0.000443 t:5.6s
tttg: c90/165 lr:0.000433 t:5.7s
tttg: c91/165 lr:0.000424 t:5.7s
tttg: c92/165 lr:0.000414 t:5.8s
tttg: c93/165 lr:0.000405 t:5.9s
tttg: c94/165 lr:0.000395 t:5.9s
tttg: c95/165 lr:0.000386 t:6.0s
tttg: c96/165 lr:0.000377 t:6.0s
tttg: c97/165 lr:0.000368 t:6.1s
tttg: c98/165 lr:0.000358 t:6.2s
tttg: c99/165 lr:0.000349 t:6.2s
tttg: c100/165 lr:0.000340 t:6.3s
tttg: c101/165 lr:0.000331 t:6.4s
tttg: c102/165 lr:0.000322 t:6.4s
tttg: c103/165 lr:0.000313 t:6.5s
tttg: c104/165 lr:0.000304 t:6.5s
tttg: c105/165 lr:0.000295 t:6.6s
tttg: c106/165 lr:0.000287 t:6.7s
tttg: c107/165 lr:0.000278 t:6.7s
tttg: c108/165 lr:0.000270 t:6.8s
tttg: c109/165 lr:0.000261 t:6.9s
tttg: c110/165 lr:0.000253 t:6.9s
tttg: c111/165 lr:0.000244 t:7.0s
tttg: c112/165 lr:0.000236 t:7.0s
tttg: c113/165 lr:0.000228 t:7.1s
tttg: c114/165 lr:0.000220 t:7.2s
tttg: c115/165 lr:0.000212 t:7.2s
tttg: c116/165 lr:0.000205 t:7.3s
tttg: c117/165 lr:0.000197 t:7.4s
tttg: c118/165 lr:0.000189 t:7.4s
tttg: c119/165 lr:0.000182 t:7.5s
tttg: c120/165 lr:0.000175 t:7.6s
tttg: c121/165 lr:0.000167 t:7.6s
tttg: c122/165 lr:0.000160 t:7.7s
tttg: c123/165 lr:0.000153 t:7.7s
tttg: c124/165 lr:0.000146 t:7.8s
tttg: c125/165 lr:0.000140 t:7.9s
tttg: c126/165 lr:0.000133 t:7.9s
tttg: c127/165 lr:0.000127 t:8.0s
tttg: c128/165 lr:0.000120 t:8.1s
tttg: c129/165 lr:0.000114 t:8.1s
tttg: c130/165 lr:0.000108 t:8.2s
tttg: c131/165 lr:0.000102 t:8.2s
tttg: c132/165 lr:0.000097 t:8.3s
tttg: c133/165 lr:0.000091 t:8.4s
tttg: c134/165 lr:0.000086 t:8.4s
tttg: c135/165 lr:0.000080 t:8.5s
tttg: c136/165 lr:0.000075 t:8.6s
tttg: c137/165 lr:0.000070 t:8.6s
tttg: c138/165 lr:0.000065 t:8.7s
tttg: c139/165 lr:0.000061 t:8.7s
tttg: c140/165 lr:0.000056 t:8.8s
tttg: c141/165 lr:0.000052 t:8.9s
tttg: c142/165 lr:0.000048 t:8.9s
tttg: c143/165 lr:0.000044 t:9.0s
tttg: c144/165 lr:0.000040 t:9.1s
tttg: c145/165 lr:0.000036 t:9.1s
tttg: c146/165 lr:0.000033 t:9.2s
tttg: c147/165 lr:0.000029 t:9.2s
tttg: c148/165 lr:0.000026 t:9.3s
tttg: c149/165 lr:0.000023 t:9.4s
tttg: c150/165 lr:0.000020 t:9.4s
tttg: c151/165 lr:0.000018 t:9.5s
tttg: c152/165 lr:0.000015 t:9.6s
tttg: c153/165 lr:0.000013 t:9.6s
tttg: c154/165 lr:0.000011 t:9.7s
tttg: c155/165 lr:0.000009 t:9.7s
tttg: c156/165 lr:0.000007 t:9.8s
tttg: c157/165 lr:0.000006 t:9.9s
tttg: c158/165 lr:0.000004 t:9.9s
tttg: c159/165 lr:0.000003 t:10.0s
tttg: c160/165 lr:0.000002 t:10.1s
tttg: c161/165 lr:0.000001 t:10.1s
tttg: c162/165 lr:0.000001 t:10.2s
tttg: c163/165 lr:0.000000 t:10.2s
tttg: c164/165 lr:0.000000 t:10.3s
ttpr: phase:2/3 t:270.7s
ttp: b752/782 bl:2.6610 bb:1.0868 rl:2.6172 rb:1.0880 dl:2866-2921 gd:0
ttpp: phase:3/3 pd:2510 gd:2000 t:285.2s
tttg: c1/216 lr:0.001000 t:0.1s
tttg: c2/216 lr:0.001000 t:0.1s
tttg: c3/216 lr:0.001000 t:0.2s
tttg: c4/216 lr:0.001000 t:0.3s
tttg: c5/216 lr:0.000999 t:0.3s
tttg: c6/216 lr:0.000999 t:0.4s
tttg: c7/216 lr:0.000998 t:0.4s
tttg: c8/216 lr:0.000997 t:0.5s
tttg: c9/216 lr:0.000997 t:0.6s
tttg: c10/216 lr:0.000996 t:0.6s
tttg: c11/216 lr:0.000995 t:0.7s
tttg: c12/216 lr:0.000994 t:0.8s
tttg: c13/216 lr:0.000992 t:0.8s
tttg: c14/216 lr:0.000991 t:0.9s
tttg: c15/216 lr:0.000990 t:0.9s
tttg: c16/216 lr:0.000988 t:1.0s
tttg: c17/216 lr:0.000986 t:1.1s
tttg: c18/216 lr:0.000985 t:1.1s
tttg: c19/216 lr:0.000983 t:1.2s
tttg: c20/216 lr:0.000981 t:1.3s
tttg: c21/216 lr:0.000979 t:1.3s
tttg: c22/216 lr:0.000977 t:1.4s
tttg: c23/216 lr:0.000974 t:1.4s
tttg: c24/216 lr:0.000972 t:1.5s
tttg: c25/216 lr:0.000970 t:1.6s
tttg: c26/216 lr:0.000967 t:1.6s
tttg: c27/216 lr:0.000964 t:1.7s
tttg: c28/216 lr:0.000962 t:1.8s
tttg: c29/216 lr:0.000959 t:1.8s
tttg: c30/216 lr:0.000956 t:1.9s
tttg: c31/216 lr:0.000953 t:1.9s
tttg: c32/216 lr:0.000950 t:2.0s
tttg: c33/216 lr:0.000946 t:2.1s
tttg: c34/216 lr:0.000943 t:2.1s
tttg: c35/216 lr:0.000940 t:2.2s
tttg: c36/216 lr:0.000936 t:2.3s
tttg: c37/216 lr:0.000932 t:2.3s
tttg: c38/216 lr:0.000929 t:2.4s
tttg: c39/216 lr:0.000925 t:2.5s
tttg: c40/216 lr:0.000921 t:2.5s
tttg: c41/216 lr:0.000917 t:2.6s
tttg: c42/216 lr:0.000913 t:2.6s
tttg: c43/216 lr:0.000909 t:2.7s
tttg: c44/216 lr:0.000905 t:2.8s
tttg: c45/216 lr:0.000900 t:2.8s
tttg: c46/216 lr:0.000896 t:2.9s
tttg: c47/216 lr:0.000891 t:3.0s
tttg: c48/216 lr:0.000887 t:3.0s
tttg: c49/216 lr:0.000882 t:3.1s
tttg: c50/216 lr:0.000877 t:3.1s
tttg: c51/216 lr:0.000872 t:3.2s
tttg: c52/216 lr:0.000867 t:3.3s
tttg: c53/216 lr:0.000862 t:3.3s
tttg: c54/216 lr:0.000857 t:3.4s
tttg: c55/216 lr:0.000852 t:3.5s
tttg: c56/216 lr:0.000847 t:3.5s
tttg: c57/216 lr:0.000842 t:3.6s
tttg: c58/216 lr:0.000836 t:3.6s
tttg: c59/216 lr:0.000831 t:3.7s
tttg: c60/216 lr:0.000825 t:3.8s
tttg: c61/216 lr:0.000820 t:3.8s
tttg: c62/216 lr:0.000814 t:3.9s
tttg: c63/216 lr:0.000808 t:4.0s
tttg: c64/216 lr:0.000803 t:4.0s
tttg: c65/216 lr:0.000797 t:4.1s
tttg: c66/216 lr:0.000791 t:4.1s
tttg: c67/216 lr:0.000785 t:4.2s
tttg: c68/216 lr:0.000779 t:4.3s
tttg: c69/216 lr:0.000773 t:4.3s
tttg: c70/216 lr:0.000767 t:4.4s
tttg: c71/216 lr:0.000760 t:4.5s
tttg: c72/216 lr:0.000754 t:4.5s
tttg: c73/216 lr:0.000748 t:4.6s
tttg: c74/216 lr:0.000742 t:4.6s
tttg: c75/216 lr:0.000735 t:4.7s
tttg: c76/216 lr:0.000729 t:4.8s
tttg: c77/216 lr:0.000722 t:4.8s
tttg: c78/216 lr:0.000716 t:4.9s
tttg: c79/216 lr:0.000709 t:5.0s
tttg: c80/216 lr:0.000702 t:5.0s
tttg: c81/216 lr:0.000696 t:5.1s
tttg: c82/216 lr:0.000689 t:5.1s
tttg: c83/216 lr:0.000682 t:5.2s
tttg: c84/216 lr:0.000675 t:5.3s
tttg: c85/216 lr:0.000668 t:5.3s
tttg: c86/216 lr:0.000661 t:5.4s
tttg: c87/216 lr:0.000655 t:5.5s
tttg: c88/216 lr:0.000648 t:5.5s
tttg: c89/216 lr:0.000641 t:5.6s
tttg: c90/216 lr:0.000634 t:5.6s
tttg: c91/216 lr:0.000626 t:5.7s
tttg: c92/216 lr:0.000619 t:5.8s
tttg: c93/216 lr:0.000612 t:5.8s
tttg: c94/216 lr:0.000605 t:5.9s
tttg: c95/216 lr:0.000598 t:6.0s
tttg: c96/216 lr:0.000591 t:6.0s
tttg: c97/216 lr:0.000584 t:6.1s
tttg: c98/216 lr:0.000576 t:6.1s
tttg: c99/216 lr:0.000569 t:6.2s
tttg: c100/216 lr:0.000562 t:6.3s
tttg: c101/216 lr:0.000555 t:6.3s
tttg: c102/216 lr:0.000547 t:6.4s
tttg: c103/216 lr:0.000540 t:6.5s
tttg: c104/216 lr:0.000533 t:6.5s
tttg: c105/216 lr:0.000526 t:6.6s
tttg: c106/216 lr:0.000518 t:6.6s
tttg: c107/216 lr:0.000511 t:6.7s
tttg: c108/216 lr:0.000504 t:6.8s
tttg: c109/216 lr:0.000496 t:6.8s
tttg: c110/216 lr:0.000489 t:6.9s
tttg: c111/216 lr:0.000482 t:7.0s
tttg: c112/216 lr:0.000474 t:7.0s
tttg: c113/216 lr:0.000467 t:7.1s
tttg: c114/216 lr:0.000460 t:7.1s
tttg: c115/216 lr:0.000453 t:7.2s
